Ticker,Last Price,Market Cap,PE Ratio,EPS,Revenue,Net Income,Dividend Yield,52 Week High,52 Week Low,Beta,Volume,Average Volume,Sector,Industry
WFC,78.54429626464844,258327478272.0,14.626498,5.37,82597000000.0,19142000000.0,1.99,81.5,50.15,1.177,4728309.0,15616027.0,Financial Services,Banks - Diversified
HBI,6.204999923706055,2191041280.0,,-0.28,3507438000.0,-320431000.0,,9.1,4.4,1.637,2425438.0,6179861.0,Consumer Cyclical,Apparel Manufacturing
UPST,79.21499633789062,7423316480.0,,-1.44,628834000.0,-128581000.0,,96.429,20.6,2.256,2888458.0,6205216.0,Financial Services,Credit Services
KRYS,184.99769592285156,5329061888.0,61.87214,2.99,50699000.0,10932000.0,,219.34,107.5,,220117.0,262016.0,Healthcare,Biotechnology
MIRM,52.189998626708984,2505360128.0,,-2.08,186374000.0,-163415000.0,,53.755,23.14,0.963,147768.0,447803.0,Healthcare,Biotechnology
APG,40.44499969482422,11216287744.0,,-1.74,6928000000.0,153000000.0,,41.27,31.44,1.839,978631.0,1247511.0,Industrials,Engineering & Construction
CRL,164.6750030517578,8421743104.0,823.375,0.2,4129409000.0,474624000.0,,275.0,150.79,1.371,409139.0,797816.0,Healthcare,Diagnostics & Research
FNMA,7.289999961853027,8442476032.0,Infinity,0.0,30852000000.0,16978000000.0,,8.0,1.02,1.98,2637805.0,17332518.0,Financial Services,Mortgage Finance
UPWK,16.895000457763672,2288596736.0,11.115132,1.52,769325000.0,215586000.0,,18.14,8.43,1.569,1155215.0,2319438.0,Communication Services,Internet Content & Information
TEO,11.774999618530273,3810625280.0,12.526595,0.94,2059101000000.0,-257730000000.0,,15.54,5.52,0.588,44976.0,254374.0,Communication Services,Telecom Services
GSAT,23.010000228881836,2861504768.0,,-0.3,223808000.0,-24718000.0,,41.1,15.0,1.029,383228.0,1136902.0,Communication Services,Telecom Services
MOH,297.3599853515625,16503479296.0,14.562193,20.42,40650000000.0,1179000000.0,,423.92,262.32,0.539,424729.0,650279.0,Healthcare,Healthcare Plans
CART,52.67499923706055,13531943936.0,4.992891,10.55,3042000000.0,-1622000000.0,,53.44,28.56,,1440596.0,3816859.0,Consumer Cyclical,Internet Retail
MIR,16.424999237060547,3812784128.0,,-0.18,800900000.0,-96900000.0,,18.81,9.11,0.733,376142.0,2123577.0,Industrials,Specialty Industrial Machinery
ASTS,29.895000457763672,8661627904.0,,-2.26,0.0,-87561000.0,,39.08,1.97,1.616,6144438.0,9665883.0,Technology,Communication Equipment
POWI,66.1500015258789,3766118144.0,118.125,0.56,418973000.0,32234000.0,1.3,79.13,56.63,1.11,158991.0,410744.0,Technology,Semiconductors
CPRI,22.209999084472656,2618780928.0,,-8.57,5170000000.0,-229000000.0,,47.17,18.7,2.058,700498.0,3414820.0,Consumer Cyclical,Luxury Goods
MRUS,46.30500030517578,3170211584.0,,-4.03,43947000.0,-154939000.0,,61.61,37.77,1.11,207744.0,608750.0,Healthcare,Biotechnology
DIOD,56.33000183105469,2609988608.0,59.29474,0.95,1311120000.0,44024000.0,,86.74,50.26,1.308,69050.0,438925.0,Technology,Semiconductors
PGNY,23.31999969482422,1985774848.0,38.866665,0.6,1088598000.0,62037000.0,,40.89,13.39,1.346,310383.0,1789601.0,Healthcare,Health Information Services
MTRN,101.36499786376953,2103455488.0,362.01785,0.28,1665187000.0,95702000.0,0.52,139.21,93.2,,19902.0,92038.0,Basic Materials,Other Industrial Metals & Mining
TMDX,77.56999969482422,2603365632.0,83.4086,0.93,241623000.0,-25028000.0,,177.37,55.0,2.11,576487.0,1989683.0,Healthcare,Medical Devices
ESI,27.385000228881836,6631633920.0,27.385,1.0,2333200000.0,118100000.0,1.16,29.78,23.09,1.299,678301.0,1286567.0,Basic Materials,Specialty Chemicals
FTAI,149.1300048828125,15293282304.0,,-0.08,1170896000.0,243817000.0,0.95,181.64,53.77,2.086,4212735.0,2846498.0,Industrials,Rental & Leasing Services
XIACF,6.539999961853027,161722417152.0,36.333332,0.18,270970141000.0,17475173000.0,,6.65,1.61,1.075,20875.0,129300.0,Technology,Consumer Electronics
MRX,38.42499923706055,2700927744.0,15.308764,2.51,2352300000.0,128000000.0,1.42,40.0538,18.13,,314180.0,334452.0,Financial Services,Capital Markets
LNW,104.90499877929688,9263940608.0,32.680683,3.21,2902000000.0,163000000.0,,115.0,84.0,1.724,166976.0,624671.0,Consumer Cyclical,Gambling
CSGP,78.25,32079370240.0,230.14705,0.34,2455000000.0,374700000.0,,100.38,68.26,0.869,1346404.0,2577833.0,Real Estate,Real Estate Services
GPOR,188.6699981689453,3344704000.0,16.002544,11.79,1051383000.0,1470916000.0,,201.18,130.02,0.651,38467.0,261488.0,Energy,Oil & Gas E&P
KTB,89.23999786376953,4920827392.0,20.14447,4.43,2607472000.0,230994000.0,2.33,96.8,52.95,1.222,314556.0,491147.0,Consumer Cyclical,Apparel Manufacturing
GKOS,159.17999267578125,8776770560.0,,-2.92,314711000.0,-134661000.0,,163.71,83.9,1.047,213887.0,566200.0,Healthcare,Medical Devices
ALGM,27.424999237060547,5049627648.0,,-0.35,1049367000.0,152697000.0,,33.26,18.59,1.659,835187.0,2373855.0,Technology,Semiconductors
TOELY,84.0999984741211,77048381440.0,22.426666,3.75,1830527000000.0,363963000000.0,1.92,134.91,68.83,1.223,12657.0,151069.0,Technology,Semiconductor Equipment & Materials
TFX,175.36000061035156,8144367104.0,34.862823,5.03,2974489000.0,356328000.0,0.78,249.91,165.62,1.155,325030.0,487938.0,Healthcare,Medical Instruments & Supplies
FMCC,6.420000076293945,4173385472.0,Infinity,0.0,23912000000.0,11858000000.0,,7.15,0.94,2.099,783484.0,7205603.0,Financial Services,Mortgage Finance
VSH,19.049999237060547,2582551296.0,,-0.23,2937587000.0,-31150000.0,2.09,24.69,14.95,1.133,497639.0,2387154.0,Technology,Semiconductors
IEP,10.1899995803833,5135790592.0,,-1.03,11847000000.0,-684000000.0,19.51,20.25,8.53,0.738,346176.0,998306.0,Energy,Oil & Gas Refining & Marketing
RDNT,63.880001068115234,4728825856.0,,-0.07,1616630000.0,3044000.0,,93.65,36.47,1.793,222885.0,640567.0,Healthcare,Diagnostics & Research
EXEL,34.61000061035156,9686681600.0,19.664774,1.76,2168701000.0,521267000.0,,37.59,20.14,0.531,359895.0,2308291.0,Healthcare,Biotechnology
FUN,46.974998474121094,4703559680.0,19.572916,2.4,1798668000.0,124559000.0,2.54,58.7,35.93,1.567,147885.0,1164823.0,Consumer Cyclical,Leisure
VIST,54.099998474121094,5150098432.0,10.4440155,5.18,1168774000.0,396955000.0,,61.67,35.18,-0.178,367038.0,979418.0,Energy,Oil & Gas E&P
RNECY,8.920000076293945,32018608128.0,22.3,0.4,1469415000000.0,337086000000.0,1.41,10.68,6.0,1.073,5993.0,734010.0,Technology,Semiconductors
GIL,53.904998779296875,8209031168.0,21.912601,2.46,3195911000.0,533580000.0,1.68,54.385,32.23,,173111.0,505908.0,Consumer Cyclical,Apparel Manufacturing
AEIS,130.1300048828125,4908725248.0,87.33557,1.49,1482042000.0,54214000.0,0.3,132.16,89.12,1.45,124882.0,247318.0,Industrials,Electrical Equipment & Parts
DFS,196.25999450683594,49322295296.0,11.075621,17.72,15794000000.0,2796000000.0,1.38,205.76,118.74,1.452,438608.0,1459325.0,Financial Services,Credit Services
RGEN,161.14999389648438,9028702208.0,,-0.03,632362000.0,35596000.0,,203.13,113.5,0.988,632240.0,527010.0,Healthcare,Medical Instruments & Supplies
CW,329.1000061035156,12393510912.0,31.22391,10.54,3121189000.0,404978000.0,0.25,393.4,234.37,1.187,80733.0,285211.0,Industrials,Aerospace & Defense
MMYT,101.6500015258789,11159340032.0,53.2199,1.91,782524000.0,216801000.0,,123.0,56.72,1.286,289170.0,641844.0,Consumer Cyclical,Travel Services
VCYT,40.79999923706055,3161983744.0,,-0.13,361051000.0,-74404000.0,,47.316,18.61,1.711,162714.0,758283.0,Healthcare,Diagnostics & Research
CTRA,28.420000076293945,20926085120.0,17.221212,1.65,5914000000.0,1625000000.0,2.93,29.95,22.3,0.239,821937.0,5998733.0,Energy,Oil & Gas E&P
SAABY,13.739999771118164,14480035840.0,38.166664,0.36,63751000000.0,4171000000.0,0.55,14.0,9.68,0.465,13201.0,92644.0,Industrials,Aerospace & Defense
CNC,58.529998779296875,29033455616.0,9.275753,6.31,163071000000.0,3305000000.0,,81.42,55.03,0.454,1169445.0,5180262.0,Healthcare,Healthcare Plans
GLBE,47.744998931884766,7965518336.0,,-0.45,569946000.0,-133805000.0,,63.69,28.11,1.23,1419242.0,1401376.0,Consumer Cyclical,Internet Retail
WING,245.72999572753906,7043260416.0,66.2345,3.71,460055000.0,70175000.0,0.41,433.86,243.0581,1.785,725781.0,587201.0,Consumer Cyclical,Restaurants
PHG,25.079999923706055,26488492032.0,,-0.94,18169000000.0,-466000000.0,,32.91,19.75,,432578.0,611244.0,Healthcare,Medical Devices
PSN,61.060001373291016,3215370752.0,28.80189,2.12,5442749000.0,161149000.0,,114.68,60.795,0.726,1445334.0,1155201.0,Technology,Information Technology Services
CAVA,116.7699966430664,13379506176.0,284.80487,0.41,728700000.0,13280000.0,,172.43,48.55,,1220771.0,2320762.0,Consumer Cyclical,Restaurants
LPX,102.41500091552734,7193445376.0,17.387947,5.89,2581000000.0,178000000.0,1.1,122.87,67.47,1.944,410030.0,613813.0,Industrials,Building Products & Equipment
IESC,200.7100067138672,4015524864.0,18.688084,10.74,2884358000.0,219116000.0,,320.08,99.16,1.518,67263.0,223966.0,Industrials,Engineering & Construction
DAR,38.875,6182990848.0,22.471098,1.73,6788080000.0,647726000.0,,48.39,32.55,1.217,383961.0,2277077.0,Consumer Defensive,Packaged Foods
HRMY,34.92499923706055,1991818112.0,16.552134,2.11,582022000.0,128853000.0,,41.61,28.14,0.795,242691.0,546738.0,Healthcare,Biotechnology
JBSAY,10.949999809265137,12356307968.0,9.358974,1.17,353886234543.6,-965151030.8,9.55,14.22,8.17,0.366,12105.0,68305.0,Consumer Defensive,Packaged Foods
ALVO,11.800000190734863,3562939136.0,,-1.85,91434000.0,-551731000.0,,18.0,9.15,-0.191,29737.0,155920.0,Healthcare,Drug Manufacturers - Specialty & Generic
VTMX,24.579999923706055,2258756864.0,9.715415,2.53,,,2.73,41.44,23.22,0.503,30401.0,167491.0,Real Estate,Real Estate - Development
PPERY,12.600000381469727,29836046336.0,8.571428,1.47,134799086000000.0,55782742000000.0,7.11,20.07,11.84,0.575,2692.0,146888.0,Financial Services,Banks - Regional
POWL,186.55999755859375,2250790400.0,14.154779,13.18,1012356000.0,149848000.0,0.55,364.98,122.0,0.864,196629.0,492669.0,Industrials,Electrical Equipment & Parts
GLNCY,8.1899995803833,54174715904.0,,-0.27,217829000000.0,4280000000.0,3.17,12.74,8.12,,108227.0,938147.0,Basic Materials,Other Industrial Metals & Mining
FLS,57.56999969482422,7547714560.0,26.901867,2.14,4320577000.0,186743000.0,1.42,65.08,41.6,1.434,483172.0,1264554.0,Industrials,Specialty Industrial Machinery
IOSP,102.48999786376953,2558119680.0,72.176056,1.42,1948800000.0,139100000.0,1.55,133.71,99.49,1.08,38465.0,128808.0,Basic Materials,Specialty Chemicals
MPNGY,41.68000030517578,132627849216.0,43.416668,0.96,276744954000.0,13855828000.0,,56.75,19.62,0.524,88796.0,444959.0,Consumer Cyclical,Internet Retail
TOL,115.2300033569336,11519312896.0,7.9414196,14.51,10846740000.0,1571195000.0,0.8,169.52,107.79,1.75,648852.0,1683667.0,Consumer Cyclical,Residential Construction
WIX,208.5449981689453,11251794944.0,87.993675,2.37,1561665000.0,33137000.0,,247.11,117.58,1.574,484435.0,721208.0,Technology,Software - Infrastructure
S,22.375,7191633920.0,,-0.94,621154000.0,-338693000.0,,29.29,14.33,0.753,2391331.0,4695144.0,Technology,Software - Infrastructure
ASAN,21.65999984741211,4954140160.0,,-1.12,652504000.0,-257030000.0,,27.77,11.045,1.109,770786.0,4071322.0,Technology,Software - Application
ALAB,86.33999633789062,14000288768.0,,-0.64,396290000.0,-83421000.0,,147.39,36.215,,1905689.0,5200852.0,Technology,Semiconductors
RNG,30.68000030517578,2760991488.0,,-1.05,2202429000.0,-165240000.0,,42.19,26.98,1.014,611494.0,1178677.0,Technology,Software - Application
ZETA,21.674999237060547,5146685440.0,,-0.68,728723000.0,-187481000.0,,38.2,9.965,1.172,2769360.0,6578255.0,Technology,Software - Infrastructure
W,44.2400016784668,5544112640.0,,-4.46,12003000000.0,-738000000.0,,76.175,37.35,3.439,5490950.0,3535676.0,Consumer Cyclical,Internet Retail
MOD,88.97000122070312,4677508608.0,29.956228,2.97,2407800000.0,161500000.0,,146.84,78.58,2.309,754752.0,995681.0,Consumer Cyclical,Auto Parts
IFF,79.04000091552734,20209104896.0,83.200005,0.95,11479000000.0,-2565000000.0,1.95,106.77,72.94,1.203,704457.0,1406676.0,Basic Materials,Specialty Chemicals
CLH,211.30999755859375,11389418496.0,28.440107,7.43,5409152000.0,377856000.0,,267.11,180.24,1.239,268940.0,347252.0,Industrials,Waste Management
SG,23.1200008392334,2674313728.0,,-0.78,584041000.0,-113384000.0,,45.12,11.165,2.383,1677001.0,2729549.0,Consumer Cyclical,Restaurants
BASFY,12.550000190734863,47179341824.0,89.64286,0.14,68902000000.0,225000000.0,7.24,14.89,10.57,1.206,8921.0,303193.0,Basic Materials,Chemicals
AFRM,73.43000030517578,23354851328.0,,-0.62,2322999000.0,-517757000.0,,82.527,22.25,3.663,3596914.0,6985572.0,Technology,Software - Infrastructure
FROG,39.16999816894531,4421431296.0,,-0.63,428488000.0,-69236000.0,,46.65,22.91,0.974,453219.0,1043013.0,Technology,Software - Application
KSPI,104.3949966430664,20702572544.0,10.295364,10.14,1890290000000.0,841351000000.0,7.01,143.72,86.24,-0.08,103617.0,237305.0,Technology,Software - Infrastructure
AMR,161.44000244140625,2101303040.0,5.9200587,27.27,3471417000.0,721956000.0,0.81,452.0,159.7272,1.45,82325.0,187623.0,Basic Materials,Coking Coal
ANGPY,5.570000171661377,8832794624.0,23.208334,0.24,108987000000.0,7059000000.0,3.15,7.69,4.8,1.119,16022.0,164049.0,Basic Materials,Other Precious Metals & Mining
ESAB,119.45999908447266,7221129728.0,26.844944,4.45,2774766000.0,205285000.0,0.26,135.97,88.535,1.313,179227.0,233591.0,Industrials,Metal Fabrication
BTSG,20.540000915527344,3576548096.0,,-0.22,8826175000.0,-154603000.0,,24.82,7.85,,577924.0,1450750.0,Healthcare,Health Information Services
AU,32.79999923706055,16516111360.0,14.077253,2.33,4582000000.0,-235000000.0,4.44,33.77,17.01,0.963,1288606.0,3146294.0,Basic Materials,Gold
VSCO,29.614999771118164,2328378624.0,15.109694,1.96,6182000000.0,109000000.0,,48.73,15.12,2.202,439181.0,2027489.0,Consumer Cyclical,Apparel Retail
HCMLY,21.010000228881836,58060505088.0,17.805086,1.18,27009000000.0,3060000000.0,2.94,22.18,15.54,1.026,505.0,93969.0,Basic Materials,Building Materials
CRDO,69.4000015258789,11606387712.0,,-0.14,192970000.0,-28369000.0,,86.69,16.82,2.094,3021590.0,4886871.0,Technology,Semiconductors
RBRK,69.97250366210938,12961986560.0,,-6.14,,,,80.0,28.34,,1382534.0,2747832.0,Technology,Software - Infrastructure
RNW,6.320000171661377,2291827968.0,126.4,0.05,81319000000.0,3404000000.0,,7.49,5.15,,360225.0,1289930.0,Utilities,Utilities - Renewable
SNPS,498.30499267578125,77047422976.0,53.75458,9.27,6127436000.0,2263380000.0,,629.38,457.52,1.121,392972.0,1136933.0,Technology,Software - Infrastructure
CSAN,5.310999870300293,2551430912.0,6.322619,0.84,39468497000.0,1094391000.0,6.6,14.89,4.95,1.094,162196.0,1215786.0,Energy,Oil & Gas Refining & Marketing
MBLY,17.64459991455078,14322580480.0,,-3.82,1654000000.0,-3090000000.0,,34.0,10.48,0.243,581307.0,6744193.0,Consumer Cyclical,Auto Parts
WGS,101.0999984741211,2777358592.0,,-1.94,202566000.0,-175767000.0,,115.6,6.79,2.078,650094.0,905738.0,Healthcare,Diagnostics & Research
MANU,14.606499671936035,2473143296.0,,-0.65,661755000.0,-113159000.0,,18.42,13.5,0.637,204047.0,235032.0,Communication Services,Entertainment
SAIA,457.32000732421875,12162470912.0,33.800446,13.53,2881433000.0,354857000.0,,628.34,358.9,1.787,55943.0,367784.0,Industrials,Trucking
CARG,37.22999954223633,3861048832.0,,-0.45,914242000.0,36942000.0,,41.33,21.18,1.592,285339.0,695354.0,Consumer Cyclical,Auto & Truck Dealerships
LMND,34.595001220703125,2470238720.0,,-3.04,429800000.0,-236900000.0,,53.85,14.03,2.152,849928.0,2257789.0,Financial Services,Insurance - Property & Casualty
YETI,37.0,3135995136.0,18.034147,2.05,1658713000.0,169885000.0,,45.25,33.41,2.136,262705.0,1550793.0,Consumer Cyclical,Leisure
TXN,201.60000610351562,183523131392.0,38.769234,5.2,15641000000.0,4799000000.0,2.77,220.39,159.11,0.96,3086943.0,5970469.0,Technology,Semiconductors
PYPL,77.16999816894531,76339798016.0,19.34085,3.99,31797000000.0,4147000000.0,,93.66,56.97,1.444,3194247.0,9862586.0,Financial Services,Credit Services
ADBE,454.75,197952667648.0,36.8517,12.34,21505000000.0,5560000000.0,,587.75,403.75,1.312,707279.0,3992727.0,Technology,Software - Application
NFLX,1022.9099731445312,437680963584.0,51.624622,19.82,39000966000.0,8711631000.0,,1064.5,542.01,1.274,1310338.0,3602723.0,Communication Services,Entertainment
ABNB,152.8000030517578,94940758016.0,37.177616,4.11,11102000000.0,2648000000.0,,170.1,110.38,1.128,1836107.0,4795527.0,Consumer Cyclical,Travel Services
NOW,961.0999755859375,198454657024.0,141.13069,6.81,10984000000.0,1425000000.0,,1198.09,637.99,0.995,510557.0,1425184.0,Technology,Software - Application
SNOW,181.25180053710938,59825963008.0,,-3.4,2806489000.0,-836097000.0,,235.66,107.13,1.073,3119056.0,6621191.0,Technology,Software - Application
U,26.540000915527344,10683236352.0,,-2.05,2187317000.0,-822011000.0,,33.43,13.895,2.32,36948983.0,9974179.0,Technology,Software - Application
PANW,198.0050048828125,131099107328.0,112.502846,1.76,8027500000.0,2577600000.0,,208.39,132.5,1.135,2440926.0,5992820.0,Technology,Software - Infrastructure
TEAM,295.3699951171875,77386940416.0,,-1.34,4358603000.0,-300519000.0,,326.0,135.29,0.869,608158.0,1965084.0,Technology,Software - Application
SHOP,121.73999786376953,158070865920.0,79.05195,1.54,8880000000.0,2019000000.0,,129.38,48.56,2.471,4393230.0,7320418.0,Technology,Software - Application
ZI,9.789999961853027,3576091136.0,326.33334,0.03,1239500000.0,107300000.0,,17.885,7.65,1.016,1325158.0,6826225.0,Technology,Software - Application
DDOG,125.41000366210938,42604662784.0,241.1731,0.52,2128359000.0,48568000.0,,170.08,98.8,1.149,1791157.0,5105394.0,Technology,Software - Application
FSLY,7.710100173950195,1081727104.0,,-1.14,505988000.0,-133088000.0,,14.9,5.52,1.252,959219.0,3550289.0,Technology,Software - Application
MDB,279.3599853515625,22386120704.0,,-2.74,1683011000.0,-176600000.0,,459.699,212.74,1.277,620305.0,2084486.0,Technology,Software - Infrastructure
DOCN,42.83000183105469,3952451328.0,49.802326,0.86,692884000.0,19409000.0,,47.02,26.63,1.811,437251.0,929966.0,Technology,Software - Infrastructure
CRWD,426.7099914550781,105103368192.0,853.42,0.5,3055555000.0,89327000.0,,455.59,200.81,1.159,2465652.0,3457472.0,Technology,Software - Infrastructure
BILL,56.05500030517578,5714639360.0,143.73077,0.39,1290172000.0,-28878000.0,,100.19,43.11,1.76,1114233.0,3205045.0,Technology,Software - Application
TWLO,117.73999786376953,18054064128.0,,-0.65,4153945000.0,-1015441000.0,,151.95,52.51,1.425,1701412.0,3352327.0,Technology,Software - Infrastructure
OKTA,94.77999877929688,16241027072.0,,-0.34,2263000000.0,-355000000.0,,114.5,70.56,1.027,416377.0,3367267.0,Technology,Software - Infrastructure
ZS,202.36000061035156,31049918464.0,,-0.24,2167771000.0,-57706000.0,,251.55,153.45,0.883,906048.0,1817730.0,Technology,Software - Infrastructure
RBLX,61.13999938964844,40798720000.0,,-1.44,3601979000.0,-935384000.0,,75.74,29.55,1.468,4448562.0,8231389.0,Communication Services,Electronic Gaming & Multimedia
FVRR,27.43000030517578,967894976.0,57.145836,0.48,361375000.0,3681000.0,,36.11,18.83,1.686,943825.0,683166.0,Communication Services,Internet Content & Information
UPWK,16.829999923706055,2279791872.0,11.072369,1.52,769325000.0,215586000.0,,18.14,8.43,1.569,1168858.0,2319438.0,Communication Services,Internet Content & Information
TTD,74.76399993896484,36901568512.0,95.85129,0.78,1946120000.0,178940000.0,,141.53,74.45,1.447,5749111.0,5345357.0,Technology,Software - Application
ROKU,90.8499984741211,13259012096.0,,-0.89,4112898000.0,-129386000.0,,104.96,48.33,2.048,1267776.0,3560308.0,Communication Services,Entertainment
FUBO,3.769700050354004,1278474880.0,,-0.68,1368225000.0,-287454000.0,,6.45,1.1,1.998,5117719.0,41275562.0,Communication Services,Broadcasting
TQQQ,87.8677978515625,,36.154926,,,,1.21,93.79,48.8,,23056347.0,45504386.0,,
SQQQ,27.161399841308594,,,,,,10.99,64.95,8.47,,30148282.0,47440376.0,,
ARKK,63.08000183105469,,52.867233,,,,0.0,68.43,36.85,,5914087.0,8583637.0,,
ARKG,28.510000228881836,,,,,,0.0,33.15,22.27,,1937800.0,3066489.0,,
SOXL,31.020200729370117,,36.798172,,,,1.19,70.08,23.5,,30649871.0,73804457.0,,
SOXS,17.662200927734375,,,,,,5.94,46.84,16.35,,26090039.0,40052030.0,,
LABU,93.44999694824219,,,,,,0.32,176.99,78.46,,426965.0,1296633.0,,
LABD,6.629700183868408,,,,,,5.16,11.41,4.78,,7531612.0,21414827.0,,
TECL,95.94999694824219,,41.264988,,,,0.3,112.78,54.8,,466977.0,1147484.0,,
SPXL,183.73300170898438,,27.519526,,,,0.69,190.34,111.54,,1187659.0,3237506.0,,
SPXS,5.704999923706055,,,,,,6.66,10.45,5.55,,23272605.0,60009218.0,,
XLF,51.100101470947266,45144129536.0,16.867369,,,,1.33,52.26,39.53,,19336984.0,40690279.0,,
XLY,222.94500732421875,26809806848.0,27.906603,,,,0.7,240.28,166.48,,865828.0,3042071.0,,
XLK,239.99000549316406,65290719232.0,38.524376,,,,0.66,243.14,190.75,,1205913.0,4398100.0,,
XLC,103.94999694824219,,21.205826,,,,0.94,105.58,76.48,,716833.0,4346823.0,,
XLI,136.98500061035156,18715713536.0,26.076738,,,,1.37,144.51,118.74,,3019943.0,7666415.0,,
XLV,146.9499969482422,29010135040.0,31.834064,,,,1.56,159.64,135.95,,2288509.0,8265638.0,,
XLP,81.0,17023932416.0,23.203081,,,,2.75,84.53,72.93,,5942736.0,9331344.0,,
XLE,92.09500122070312,17168718848.0,15.080842,,,,3.28,98.97,82.75,,4856079.0,14463013.0,,
XLU,79.9800033569336,13058655232.0,21.148365,,,,2.88,83.41,60.63,,4036312.0,9574500.0,,
XLB,89.27999877929688,6421347328.0,25.012901,,,,1.82,97.87,83.04,,1533118.0,5760611.0,,
XME,61.16400146484375,1070382272.0,14.363368,,,,0.62,70.49,53.38,,349200.0,1516979.0,,
GDX,42.480098724365234,,23.942722,,,,1.03,44.22,25.67,,6602539.0,17406164.0,,
GDXJ,52.79499816894531,,18.673779,,,,2.3,55.58,31.0,,1896187.0,4265288.0,,
SLV,30.059999465942383,10263986176.0,,,,,0.0,31.8,20.45,,8009179.0,19650459.0,,
GLD,271.5964050292969,70696542208.0,,,,,0.0,271.71,187.05,,2589500.0,7058164.0,,
TLT,88.69499969482422,9729841152.0,,,,,4.27,101.64,84.89,,7950954.0,35356203.0,,
HYG,79.71499633789062,15592253440.0,16.47343,,,,5.93,80.37,75.59,,8124369.0,31330506.0,,
LQD,107.77999877929688,31633430528.0,32.591473,,,,4.42,114.07,104.14,,8161819.0,21714086.0,,
SPY,607.5,557552566272.0,27.252647,,,,1.17,613.23,493.86,,12661345.0,46365247.0,,
QQQ,539.52001953125,210068717568.0,34.8253,,,,0.54,540.81,413.07,,11272251.0,29572571.0,,
DIA,440.340087890625,35774504960.0,24.441578,,,,1.52,451.55,376.14,,1049027.0,2919581.0,,
IWM,223.1300048828125,62710685696.0,17.577312,,,,1.12,244.98,191.34,,7225560.0,25025922.0,,
VOO,558.6497802734375,,27.272125,,,,1.21,563.92,453.9,,2021547.0,5958894.0,,
VTI,300.052001953125,622223884288.0,26.37509,,,,1.23,303.39,244.57,,1173292.0,3142494.0,,
BND,72.47260284423828,,,,,,3.65,75.67,70.37,,2705831.0,6759840.0,,
VXUS,62.99330139160156,,16.164347,,,,3.26,65.52,56.91,,1487464.0,3727325.0,,
VWO,46.314998626708984,65680224256.0,14.825621,,,,3.17,49.57,40.72,,3562361.0,8293716.0,,
VEA,51.435001373291016,,16.714312,,,,3.21,53.4,46.8,,2443105.0,12089767.0,,
SCHD,28.11989974975586,,17.692469,,,,3.57,29.72,25.176666,,5097316.0,15344581.0,,
SPHD,49.71979904174805,,19.22708,,,,3.35,51.89,41.92,,127769.0,499622.0,,
JEPI,59.440399169921875,,25.83358,,,,7.15,60.88,54.77,,1280357.0,3682086.0,,
SPYD,44.43000030517578,,18.936916,,,,4.23,47.52,38.04,,266213.0,926706.0,,
VYM,133.83670043945312,,19.741444,,,,2.64,135.1,114.37,,562625.0,1433203.0,,
DVY,136.57000732421875,23906580480.0,16.164377,,,,3.56,144.09,115.02,,83423.0,561257.0,,
SDY,135.99009704589844,,21.190306,,,,2.51,144.45,124.37,,76006.0,311255.0,,
HDV,118.83409881591797,,19.521753,,,,3.59,121.7,104.92,,66684.0,540733.0,,
DGRW,83.91000366210938,,24.925957,,,,1.5,85.89,72.13,,157397.0,590610.0,,
PDBC,13.970100402832031,,,,,,4.33,14.55,12.595,,1648002.0,5457432.0,,
USO,78.08000183105469,9299328000.0,23.624811,,,,0.0,84.58,66.02,,814162.0,2662915.0,,
UNG,21.360000610351562,258127056.0,,,,,0.0,22.73,12.35,,3998046.0,9977344.0,,
UGA,65.06439971923828,,,,,,0.0,74.57,55.37,,1600.0,39091.0,,
UCO,28.940000534057617,,,,,,0.0,36.51,22.88,,424155.0,1538576.0,,
SCO,15.9399995803833,,,,,,0.0,21.74,14.44,,442931.0,1532925.0,,
XOP,138.50999450683594,9764954112.0,10.04108,,,,2.42,162.49,124.12,,450399.0,2677661.0,,
OIH,280.05999755859375,,11.206838,,,,1.96,353.25,257.78,,94957.0,530479.0,,
FENY,25.340099334716797,,14.247833,,,,2.99,27.11,22.72,,179619.0,752881.0,,
IEO,96.58000183105469,,12.4178915,,,,2.55,112.72,84.78,,13160.0,93462.0,,
FCG,25.690000534057617,,9.13176,,,,2.73,28.72,22.65,,108239.0,419969.0,,
KOLD,21.984399795532227,,,,,,0.0,85.2,19.6,,7179621.0,4723083.0,,
BOIL,85.8949966430664,,,,,,0.0,123.6,8.92,,1243504.0,3643235.0,,
NUGT,54.010101318359375,,25.91767,,,,1.38,60.74,23.15,,1090826.0,1646498.0,,
DUST,43.220001220703125,579956224.0,,,,,6.64,146.0,5.74,,729851.0,708423.0,,
TNA,42.05500030517578,,16.86057,,,,0.87,58.0,31.85,,5419861.0,12373940.0,,
TZA,12.659899711608887,,,,,,5.82,22.29,9.66,,8169537.0,30076142.0,,
URTY,49.400001525878906,,16.961355,,,,1.09,68.23,37.54,,337471.0,984427.0,,
DRN,10.755000114440918,,39.326717,,,,2.16,14.07,7.07,,393953.0,1076828.0,,
DRV,26.280000686645508,,,,,,4.84,47.66,22.02,,51767.0,184867.0,,
SRTY,18.280000686645508,,,,,,10.15,33.64,14.26,,1530929.0,3152264.0,,
SPXS,5.704999923706055,,,,,,6.66,10.45,5.55,,23273910.0,60009218.0,,
