Ticker,Last Price,Market Cap,PE Ratio,EPS,Revenue,Net Income,Dividend Yield,52 Week High,52 Week Low,Beta,Volume,Average Volume,Sector,Industry
ARKK,63.22999954223633,,52.992943,,,,0.0,68.43,36.85,,6270028.0,8583637.0,,
ARKG,28.62980079650879,,,,,,0.0,33.15,22.27,,2041555.0,3066489.0,,
SOXL,31.02720069885254,,36.806477,,,,1.19,70.08,23.5,,31691509.0,73804457.0,,
SOXS,17.655000686645508,,,,,,5.94,46.84,16.35,,26890189.0,40052030.0,,
LABU,93.58000183105469,,,,,,0.32,176.99,78.46,,443784.0,1296633.0,,
LABD,6.619999885559082,,,,,,5.16,11.41,4.78,,8201423.0,21414827.0,,
TECL,95.96499633789062,,41.27144,,,,0.3,112.78,54.8,,477494.0,1147484.0,,
SPXL,183.99049377441406,,27.558092,,,,0.69,190.34,111.54,,1266932.0,3237506.0,,
SPXS,5.695000171661377,,,,,,6.66,10.45,5.55,,25135913.0,60009218.0,,
XLF,51.11600112915039,45158174720.0,16.872616,,,,1.33,52.26,39.53,,20715470.0,40690279.0,,
XLY,222.97999572753906,26814013440.0,27.910982,,,,0.7,240.28,166.48,,911741.0,3042071.0,,
XLK,240.2899932861328,65372336128.0,38.572533,,,,0.66,243.14,190.75,,1262451.0,4398100.0,,
XLC,104.05000305175781,,21.226227,,,,0.94,105.58,76.48,,796818.0,4346823.0,,
XLI,137.0399932861328,18723225600.0,26.087206,,,,1.37,144.51,118.74,,3178490.0,7666415.0,,
XLV,146.8800048828125,28996317184.0,31.818903,,,,1.56,159.64,135.95,,2474168.0,8265638.0,,
XLP,80.94999694824219,17013423104.0,23.188757,,,,2.75,84.53,72.93,,6149664.0,9331344.0,,
XLE,92.04499816894531,17159396352.0,15.072654,,,,3.28,98.97,82.75,,5289976.0,14463013.0,,
XLU,80.02999877929688,13066817536.0,21.161585,,,,2.88,83.41,60.63,,4226022.0,9574500.0,,
XLB,89.1449966430664,6411637760.0,24.975079,,,,1.82,97.87,83.04,,1908901.0,5760611.0,,
XME,61.22999954223633,1071537216.0,14.378867,,,,0.62,70.49,53.38,,361518.0,1516979.0,,
GDX,42.4807014465332,,23.942667,,,,1.03,44.22,25.67,,7419743.0,17406164.0,,
GDXJ,52.7599983215332,,18.661398,,,,2.3,55.58,31.0,,2041104.0,4265288.0,,
SLV,30.02989959716797,10253708288.0,,,,,0.0,31.8,20.45,,8719111.0,19650459.0,,
GLD,271.50048828125,70671581184.0,,,,,0.0,271.71,187.05,,2852160.0,7058164.0,,
TLT,88.55999755859375,9715032064.0,,,,,4.27,101.64,84.89,,8737821.0,35356203.0,,
HYG,79.73609924316406,15596381184.0,16.47779,,,,5.93,80.37,75.59,,8538635.0,31330506.0,,
LQD,107.73500061035156,31620222976.0,32.577866,,,,4.42,114.07,104.14,,8689047.0,21714086.0,,
SPY,607.7999877929688,557827883008.0,27.266106,,,,1.17,613.23,493.86,,14276530.0,46365247.0,,
QQQ,534.7799072265625,210221973504.0,34.850708,,,,0.54,540.81,413.07,,11832259.0,29572571.0,,
DIA,440.32000732421875,35773579264.0,24.440947,,,,1.52,451.55,376.14,,1210164.0,2919581.0,,
IWM,223.44500732421875,62799216640.0,17.602127,,,,1.12,244.98,191.34,,7661342.0,25025922.0,,
VOO,558.9099731445312,,27.284826,,,,1.21,563.92,453.9,,2147735.0,5958894.0,,
VTI,300.19000244140625,622510014464.0,26.387218,,,,1.23,303.39,244.57,,1258191.0,3142494.0,,
BND,72.44499969482422,,,,,,3.65,75.67,70.37,,2850937.0,6759840.0,,
VXUS,62.96500015258789,,16.157084,,,,3.26,65.52,56.91,,1564256.0,3727325.0,,
VWO,46.23500061035156,65566777344.0,14.800013,,,,3.17,49.57,40.72,,4126410.0,8293716.0,,
VEA,51.42359924316406,,16.710608,,,,3.21,53.4,46.8,,2662175.0,12089767.0,,
SCHD,28.104999542236328,,17.683094,,,,3.57,29.72,25.176666,,5496614.0,15344581.0,,
SPHD,49.68000030517578,,19.211689,,,,3.35,51.89,41.92,,141523.0,499622.0,,
JEPI,59.45989990234375,,25.842056,,,,7.15,60.88,54.77,,1399460.0,3682086.0,,
SPYD,44.40010070800781,,18.924173,,,,4.23,47.52,38.04,,292927.0,926706.0,,
VYM,133.84979248046875,,19.743374,,,,2.64,135.1,114.37,,616640.0,1433203.0,,
DVY,136.5800018310547,23908329472.0,16.16556,,,,3.56,144.09,115.02,,111177.0,561257.0,,
SDY,135.91000366210938,,21.17784,,,,2.51,144.45,124.37,,92993.0,311255.0,,
HDV,118.80000305175781,,19.516153,,,,3.59,121.7,104.92,,84848.0,540733.0,,
DGRW,83.94999694824219,,24.937838,,,,1.5,85.89,72.13,,168377.0,590610.0,,
PDBC,13.96500015258789,,,,,,4.33,14.55,12.595,,1734631.0,5457432.0,,
USO,78.07499694824219,9298732032.0,23.623297,,,,0.0,84.58,66.02,,850645.0,2662915.0,,
UNG,21.3799991607666,258368736.0,,,,,0.0,22.73,12.35,,4436384.0,9977344.0,,
UGA,65.00499725341797,,,,,,0.0,74.57,55.37,,1804.0,39091.0,,
UCO,28.950000762939453,,,,,,0.0,36.51,22.88,,452423.0,1538576.0,,
SCO,15.914899826049805,,,,,,0.0,21.74,14.44,,470213.0,1532925.0,,
XOP,138.42999267578125,9759314944.0,10.035281,,,,2.42,162.49,124.12,,504969.0,2677661.0,,
OIH,280.1090087890625,,11.208798,,,,1.96,353.25,257.78,,102551.0,530479.0,,
FENY,25.360000610351562,,14.259024,,,,2.99,27.11,22.72,,213951.0,752881.0,,
IEO,96.5801010131836,,12.417904,,,,2.55,112.72,84.78,,14051.0,93462.0,,
FCG,25.655000686645508,,9.119319,,,,2.73,28.72,22.65,,121740.0,419969.0,,
KOLD,21.959999084472656,,,,,,0.0,85.2,19.6,,7685771.0,4723083.0,,
BOIL,85.95999908447266,,,,,,0.0,123.6,8.92,,1349758.0,3643235.0,,
NUGT,53.98500061035156,,25.908024,,,,1.38,60.74,23.15,,1142265.0,1646498.0,,
DUST,43.27000045776367,580627136.0,,,,,6.64,146.0,5.74,,825310.0,708423.0,,
TNA,42.2598991394043,,16.942717,,,,0.87,58.0,31.85,,5724780.0,12373940.0,,
TZA,12.599900245666504,,,,,,5.82,22.29,9.66,,8843462.0,30076142.0,,
URTY,49.630001068115234,,17.040325,,,,1.09,68.23,37.54,,352447.0,984427.0,,
DRN,10.755599975585938,,39.32891,,,,2.16,14.07,7.07,,404860.0,1076828.0,,
DRV,26.29789924621582,,,,,,4.84,47.66,22.02,,54409.0,184867.0,,
SRTY,18.209999084472656,,,,,,10.15,33.64,14.26,,1821472.0,3152264.0,,
SPXS,5.699900150299072,,,,,,6.66,10.45,5.55,,25177317.0,60009218.0,,
UPRO,96.76000213623047,,27.584686,,,,0.87,100.06,58.74,,2205540.0,4091566.0,,
SPXU,20.424999237060547,,,,,,10.27,38.63,19.89,,4199192.0,10000555.0,,
QQQJ,32.534400939941406,,23.499136,,,,0.73,32.99,26.23,,26559.0,101805.0,,
QQQM,220.16949462890625,,34.835705,,,,0.59,222.64,169.96,,987117.0,2064401.0,,
SPYG,91.30999755859375,12619041792.0,33.59794,,,,0.59,92.76,68.48,,545752.0,2212623.0,,
SPYD,44.404998779296875,,18.92626,,,,4.23,47.52,38.04,,293230.0,926706.0,,
VUG,423.9700012207031,102629146624.0,39.34137,,,,0.46,429.11,321.29,,617343.0,1235311.0,,
VTV,177.52499389648438,75315159040.0,19.933907,,,,2.22,182.38,154.12,,905002.0,2291508.0,,
IWX,84.08999633789062,,20.338346,,,,1.87,85.39,72.4,,13666.0,88079.0,,
IWJ,,,,,,,,2.84,2.84,,,,,
IWK,,,,,,,,,,,,,,
MGK,354.3800048828125,,40.34533,,,,0.42,358.64,266.99,,77141.0,362025.0,,
MGV,131.75259399414062,,20.443724,,,,2.2,133.82,113.36,,63744.0,259555.0,,
MTUM,223.67010498046875,,29.415567,,,,0.71,229.77,168.49,,373977.0,931015.0,,
QUAL,184.9801025390625,22308599808.0,28.848602,,,,0.99,187.26,154.17,,338116.0,1171883.0,,
SIZE,154.406005859375,,22.207966,,,,1.47,159.48,132.93,,390.0,6128.0,,
USMV,93.19999694824219,,24.330156,,,,1.62,94.83,79.69,,267318.0,1562757.0,,
VOT,267.489990234375,,32.199898,,,,0.63,277.35,213.81,,69800.0,196038.0,,
VOE,165.5709991455078,,18.701208,,,,2.06,176.83,146.05,,50021.0,297076.0,,
VBR,201.16000366210938,20387768320.0,16.535625,,,,1.91,219.01,177.15,,142352.0,484242.0,,
VHT,270.1400146484375,14669116416.0,30.49124,,,,1.43,289.14,250.07,,107631.0,309962.0,,
VGT,637.3499755859375,,38.056656,,,,0.6,648.76,478.25,,212265.0,547557.0,,
VDE,128.8699951171875,5380541440.0,14.232449,,,,3.17,137.92,115.51,,486993.0,479064.0,,
VIS,262.3290100097656,6409117696.0,25.62459,,,,1.17,280.63,228.59,,38137.0,93594.0,,
VCR,373.95001220703125,,27.51425,,,,0.71,402.25,284.84,,21395.0,56572.0,,
VDC,220.4040069580078,,25.060986,,,,2.29,224.4,194.38,,47483.0,102344.0,,
VAW,197.99099731445312,,23.930372,,,,1.62,215.82,185.0,,21964.0,56927.0,,
VNQ,91.83999633789062,33997420544.0,34.357937,,,,3.79,99.58,78.27,,822835.0,3585964.0,,
VNQI,40.62969970703125,,14.092741,,,,5.1,47.63,38.01,,57800.0,340823.0,,
VXUS,62.970001220703125,,16.158367,,,,3.26,65.52,56.91,,1585201.0,3727325.0,,
VEU,61.40999984741211,28411826176.0,16.212553,,,,3.13,63.81,55.27,,787973.0,2932094.0,,
VEA,51.41999816894531,,16.709436,,,,3.21,53.4,46.8,,2704302.0,12089767.0,,
VWO,46.25,65588047872.0,14.804814,,,,3.17,49.57,40.72,,4186430.0,8293716.0,,
EWJ,69.5199966430664,15840131072.0,15.597138,,,,2.3,73.24,60.62,,1003474.0,3958549.0,,
EWG,36.064998626708984,2867167488.0,18.620382,,,,2.19,36.95,29.28,,388675.0,994416.0,,
EWU,36.53499984741211,2477072896.0,17.610296,,,,3.97,37.88,32.51,,617716.0,1475945.0,,
EWL,51.06999969482422,1461878784.0,23.700489,,,,2.05,53.03,45.04,,49426.0,384366.0,,
EWD,43.905799865722656,335879360.0,19.627499,,,,1.61,44.45,36.88,,69956.0,178759.0,,
EWO,23.594999313354492,87301496.0,9.867897,,,,7.01,24.17,20.43,,2361.0,25106.0,,
EWK,19.030000686645508,50239200.0,16.085304,,,,3.19,20.99,17.74,,604.0,11298.0,,
EWI,40.625,347343744.0,11.645776,,,,3.81,41.13,34.58,,55963.0,316189.0,,
EWQ,39.904998779296875,1149264000.0,19.612787,,,,3.06,42.6,35.22,,53358.0,502093.0,,
EWN,48.400001525878906,268620000.0,15.648564,,,,2.1,53.03,43.92,,5304.0,92252.0,,
EWS,23.645000457763672,584031488.0,15.2315,,,,4.15,23.9,17.72,,72027.0,539464.0,,
EWH,16.854999542236328,1492931584.0,14.815304,,,,4.22,20.36,14.64,,2467311.0,2679544.0,,
EWM,24.139999389648438,360289504.0,15.180307,,,,3.47,27.49,21.46,,121733.0,302579.0,,
EWT,53.03499984741211,4507975168.0,18.983547,,,,3.28,57.69,45.06,,1076860.0,2644237.0,,
EWC,42.1150016784668,3992502272.0,19.659664,,,,2.18,43.33,35.74,,211615.0,2426837.0,,
EZA,46.7400016784668,369246016.0,13.663421,,,,6.93,51.68,36.71,,43621.0,223481.0,,
RSX,5.61870002746582,,4.3129773,,,,0.0,5.65,5.6187,,0.0,0.0,,
EWZ,26.155000686645508,5246388224.0,8.445232,,,,7.91,34.13,22.26,,8306485.0,24555379.0,,
BHP,51.974998474121094,134285729792.0,11.6015625,4.48,55658000000.0,7897000000.0,5.72,63.21,48.06,0.857,1471553.0,2246471.0,Basic Materials,Other Industrial Metals & Mining
RIO,63.8661003112793,105983877120.0,9.033395,7.07,54041000000.0,10058000000.0,6.41,74.24,57.85,,1863510.0,3014505.0,Basic Materials,Other Industrial Metals & Mining
PTR,,,,,,,,,,,,,,
CHL,,,,,,,,,,,,,,
SNP,,,,,,,,,,,,,,
TM,179.82000732421875,236869713920.0,7.1328845,25.21,45095325000000.0,4944933000000.0,2.89,255.23,159.04,0.343,69178.0,397191.0,Consumer Cyclical,Auto Manufacturers
NVS,107.25749969482422,211843219456.0,18.272146,5.87,51722000000.0,11941000000.0,3.5,120.92,92.35,0.528,444368.0,1542640.0,Healthcare,Drug Manufacturers - General
SAP,287.462890625,339220594688.0,103.777214,2.77,,,0.83,293.7,175.08,0.893,287958.0,966745.0,Technology,Software - Application
BIDU,89.41000366210938,32378492928.0,9.846917,9.08,134598000000.0,20315000000.0,,116.25,77.19,0.456,6216378.0,4172588.0,Communication Services,Internet Content & Information
NTES,99.43000030517578,64290148352.0,16.996582,5.85,103468159000.0,29416552000.0,1.67,114.5,75.85,0.825,994806.0,1245535.0,Communication Services,Electronic Gaming & Multimedia
SMCI,59.893001556396484,35071246336.0,29.797514,2.01,,,,122.9,17.25,1.297,96379909.0,74850105.0,Technology,Computer Hardware
NVDA,138.6999969482422,3396885544960.0,54.824112,2.53,60922000000.0,29760000000.0,0.03,153.13,74.22,1.619,73298329.0,242071830.0,Technology,Semiconductors
INTC,24.72330093383789,107051892736.0,,-4.38,53101000000.0,-18756000000.0,2.24,46.63,18.51,1.074,80214642.0,86516555.0,Technology,Semiconductors
RGTI,11.475000381469727,3213562368.0,,-0.37,12008000.0,-75107000.0,,21.42,0.66,1.265,62426453.0,157917132.0,Technology,Computer Hardware
PLTR,101.52960205078125,238137524224.0,534.3979,0.19,2865507000.0,462190000.0,,125.41,20.33,2.811,155247719.0,85297761.0,Technology,Software - Infrastructure
GRAB,4.809899806976318,19369465856.0,,-0.02,2359000000.0,-434000000.0,,5.72,2.98,0.902,49486689.0,32714852.0,Technology,Software - Application
LCID,3.234999895095825,9742817280.0,,-1.33,595271000.0,-2828420000.0,,4.43,1.93,0.939,58517187.0,87319062.0,Consumer Cyclical,Auto Manufacturers
TSLA,353.1539001464844,1135814901760.0,171.4171,2.06,97690000000.0,7130000000.0,,488.54,138.8,2.336,27921178.0,80481715.0,Consumer Cyclical,Auto Manufacturers
RXRX,10.244999885559082,4002946560.0,,-1.54,43876000.0,-328066000.0,,15.74,5.6,0.859,28450320.0,21075737.0,Healthcare,Biotechnology
HIMS,68.73999786376953,13849383936.0,144.06818,0.44,872000000.0,-23546000.0,,72.98,9.25,1.35,18408655.0,15296479.0,Consumer Defensive,Household & Personal Products
BBAI,7.014999866485596,1764651264.0,,-0.78,155164000.0,-60366000.0,,10.36,1.165,2.919,36970772.0,61226411.0,Technology,Information Technology Services
BBD,2.1449999809265137,21751156736.0,9.326087,0.23,100274212000.0,14251329000.0,8.5,2.98,1.84,0.638,6898882.0,43828574.0,Financial Services,Banks - Regional
SOUN,10.895000457763672,4285014528.0,,-0.35,45873000.0,-88937000.0,,24.98,3.5,2.732,19032016.0,76624491.0,Technology,Software - Application
F,9.300000190734863,36860088320.0,6.369863,1.46,184992000000.0,5879000000.0,8.03,14.85,9.1,1.644,17642932.0,67358391.0,Consumer Cyclical,Auto Manufacturers
GOLD,18.86400032043457,32666068992.0,15.463114,1.22,12922000000.0,2144000000.0,2.13,21.35,14.27,0.478,9582100.0,20867961.0,Basic Materials,Gold
BAC,45.2599983215332,344467505152.0,14.099688,3.21,98581000000.0,26515000000.0,2.26,48.08,33.37,1.342,22369425.0,33292671.0,Financial Services,Banks - Diversified
NIO,4.324999809265137,9245076480.0,,-1.5,55617933000.0,-21146967000.0,,7.71,3.61,1.681,25072156.0,47133516.0,Consumer Cyclical,Auto Manufacturers
BTG,2.859999895095825,3780021760.0,,-0.56,1934272000.0,10097000.0,6.02,3.5,2.2,,25135796.0,21396211.0,Basic Materials,Gold
BABA,133.9394073486328,322993618944.0,27.553497,4.86,941168000000.0,80009000000.0,1.59,144.51,68.36,0.308,83912804.0,20472550.0,Consumer Cyclical,Internet Retail
SOFI,15.316499710083008,16775438336.0,39.26923,0.39,2108215000.0,-300742000.0,,18.42,6.01,1.786,25913926.0,44687940.0,Financial Services,Credit Services
BTE,2.5250000953674316,1996515072.0,,-0.41,3382621000.0,-233356000.0,2.46,4.08,2.19,2.526,10025420.0,20794952.0,Energy,Oil & Gas E&P
RIG,3.444999933242798,3027765504.0,,-0.76,3524000000.0,-512000000.0,,6.88,3.38,2.708,13608675.0,24132657.0,Energy,Oil & Gas Drilling
ACHR,9.6850004196167,5253657600.0,,-1.31,0.0,-457900000.0,,12.475,2.821,3.135,23658008.0,41878916.0,Industrials,Aerospace & Defense
WBD,10.854999542236328,26629158912.0,,-4.58,41321000000.0,-3126000000.0,,12.7,6.64,1.497,9332264.0,27597210.0,Communication Services,Entertainment
VALE,10.109999656677246,43215396864.0,4.6805553,2.16,41784000000.0,7983000000.0,15.15,13.76,8.38,0.921,31852375.0,32919562.0,Basic Materials,Other Industrial Metals & Mining
COMP,9.760000228881836,5384757760.0,,-0.31,4885000000.0,-321300000.0,,10.25,2.89,2.96,5668551.0,5219376.0,Real Estate,Real Estate Services
OXY,52.0,48802050048.0,23.00885,2.26,26725000000.0,3056000000.0,1.73,71.19,45.17,1.579,5630475.0,11134384.0,Energy,Oil & Gas E&P
PFE,25.92009925842285,146916720640.0,18.386524,1.41,58496000000.0,2119000000.0,6.64,31.54,24.48,0.574,12469038.0,39874269.0,Healthcare,Drug Manufacturers - General
TDOC,12.375,2130566784.0,,-5.78,2602415000.0,-220368000.0,,15.95,6.76,1.048,9865956.0,6425096.0,Healthcare,Health Information Services
APLD,10.170100212097168,2266946048.0,,-1.9,165575000.0,-149274000.0,,11.25,2.36,4.632,19783647.0,21213818.0,Technology,Information Technology Services
BB,5.40500020980835,3202636288.0,,-0.25,853000000.0,-130000000.0,,6.24,2.01,0.966,14164963.0,20053598.0,Technology,Software - Infrastructure
NU,13.34000015258789,64119910400.0,37.055553,0.36,5632184000.0,1030530000.0,,16.145,9.67,1.103,13067226.0,39772379.0,Financial Services,Banks - Regional
PSLV,11.195199966430664,5808797184.0,3.6348052,,-47427000.0,-53535000.0,,11.77,7.45,,18613699.0,18354354.0,,
AMD,113.48500061035156,183916380160.0,113.495,1.0,25785000000.0,1641000000.0,,227.3,106.5,1.651,15351910.0,38878472.0,Technology,Semiconductors
AAPL,245.3699951171875,3686123175936.0,39.01113,6.29,391035000000.0,93736000000.0,0.41,260.1,164.08,1.2,13661963.0,50704761.0,Technology,Consumer Electronics
IQ,2.1809000968933105,2092929024.0,19.826365,0.11,31872651000.0,1925469000.0,,5.8,1.82,0.029,57543371.0,24124264.0,Communication Services,Entertainment
T,26.21500015258789,188175990784.0,17.59396,1.49,122336000000.0,10948000000.0,4.23,26.35,15.94,0.73,8928954.0,37150506.0,Communication Services,Telecom Services
RIVN,13.335000038146973,13610634240.0,,-5.6,4434000000.0,-5432000000.0,,18.855,8.26,2.042,16579876.0,36053971.0,Consumer Cyclical,Auto Manufacturers
CELH,24.915000915527344,5855797760.0,34.604168,0.72,1318014000.0,226801000.0,,99.62,21.1,1.77,6472135.0,7981481.0,Consumer Defensive,Beverages - Non-Alcoholic
HOOD,54.779998779296875,48505552896.0,35.115387,1.56,2951000000.0,1411000000.0,,66.91,13.595,2.138,19835692.0,24322879.0,Financial Services,Capital Markets
ANET,101.5,128003678208.0,45.515694,2.23,5860168000.0,2087321000.0,,133.575,60.08,1.089,6224452.0,8360067.0,Technology,Computer Hardware
AMZN,222.3415985107422,2356309393408.0,40.206436,5.53,637959000000.0,59248000000.0,,242.52,151.61,1.156,12700584.0,35671462.0,Consumer Cyclical,Internet Retail
VRN,5.28000020980835,3255151616.0,9.777778,0.54,3565200000.0,570300000.0,5.99,9.28,4.39,2.621,7588894.0,12700022.0,Energy,Oil & Gas E&P
PCG,15.65999984741211,34351462400.0,13.617392,1.15,24419000000.0,2512000000.0,0.64,21.72,14.99,0.989,4450515.0,23899727.0,Utilities,Utilities - Regulated Electric
IONQ,33.810001373291016,7316213760.0,,-0.82,22042000.0,-157771000.0,,54.74,6.22,2.403,8770654.0,27755696.0,Technology,Computer Hardware
VNET,13.729999542236328,3665443072.0,,-2.24,7412930000.0,-2643836000.0,,16.13,1.42,-0.185,20216326.0,5372903.0,Technology,Information Technology Services
AAL,15.651399612426758,10290973696.0,12.621048,1.24,52788000000.0,822000000.0,,19.1,9.07,1.351,12336327.0,28426918.0,Industrials,Airlines
LYFT,13.444999694824219,5620130816.0,224.08333,0.06,5786016000.0,22784000.0,,20.82,8.925,2.16,6812788.0,17264367.0,Technology,Software - Application
MARA,15.635000228881836,5306237952.0,18.83735,0.83,387508000.0,261173000.0,,34.09,13.17,5.771,11823366.0,49302298.0,Financial Services,Capital Markets
DVN,38.314998626708984,24849344512.0,8.402412,4.56,15258000000.0,3747000000.0,3.33,55.09,30.39,2.022,3612427.0,10377166.0,Energy,Oil & Gas E&P
MSFT,416.4049987792969,3095546298368.0,33.58105,12.4,245122000000.0,88136000000.0,0.8,468.35,385.58,0.895,10787786.0,21792283.0,Technology,Software - Infrastructure
GOOG,185.48500061035156,2248727330816.0,23.041615,8.05,350018000000.0,100118000000.0,0.43,208.7,131.55,0.991,4520627.0,19288045.0,Communication Services,Internet Content & Information
META,696.4450073242188,1764554833920.0,29.188808,23.86,164501000000.0,62360000000.0,0.3,740.91,414.5,1.2,5975339.0,14053018.0,Communication Services,Internet Content & Information
WMT,97.47000122070312,782974320640.0,40.27479,2.42,648125000000.0,15511000000.0,0.8,105.3,57.77,0.552,34046364.0,16555245.0,Consumer Defensive,Discount Stores
TSM,198.89999389648438,1031604731904.0,28.78437,6.91,2894308000000.0,1173268000000.0,1.36,226.4,125.78,1.244,6041438.0,14973625.0,Technology,Semiconductors
TSLA,353.07000732421875,1135656697856.0,171.39322,2.06,97690000000.0,7130000000.0,,488.54,138.8,2.336,27937853.0,80481715.0,Consumer Cyclical,Auto Manufacturers
AAPL,245.3800048828125,3686123175936.0,39.01113,6.29,391035000000.0,93736000000.0,0.41,260.1,164.08,1.2,13672042.0,50704761.0,Technology,Consumer Electronics
NVDA,138.7200927734375,3397255168000.0,54.83008,2.53,60922000000.0,29760000000.0,0.03,153.13,74.22,1.619,73390273.0,242071830.0,Technology,Semiconductors
ARM,150.5399932861328,158669160448.0,198.07893,0.76,3233000000.0,306000000.0,,188.75,85.61,,2194992.0,5743101.0,Technology,Semiconductors
XOM,111.44000244140625,485108350976.0,14.214286,7.84,334697000000.0,36010000000.0,3.59,126.34,102.88,0.875,5516710.0,15667391.0,Energy,Oil & Gas Integrated
QCOM,173.1699981689453,191526010880.0,18.680689,9.27,38962000000.0,10142000000.0,1.94,230.63,149.43,1.262,2181251.0,7788315.0,Technology,Semiconductors
RIVN,13.329999923706055,13605531648.0,,-5.6,4434000000.0,-5432000000.0,,18.855,8.26,2.042,16586690.0,36053971.0,Consumer Cyclical,Auto Manufacturers
AVGO,224.58999633789062,1052734193664.0,175.46094,1.28,51574000000.0,5895000000.0,1.03,251.88,119.756,1.039,6302644.0,33304637.0,Technology,Semiconductors
CDNS,274.8999938964844,75394899968.0,71.58854,3.84,4089986000.0,1041144000.0,,328.99,241.29,1.032,1250188.0,1629708.0,Technology,Software - Application
COF,203.02000427246094,77397319680.0,17.531952,11.58,36787000000.0,4887000000.0,1.14,210.67,128.23,1.473,1600518.0,2948876.0,Financial Services,Credit Services
LI,26.06999969482422,28102414336.0,19.601503,1.33,123851332000.0,11704133000.0,,46.44,17.44,0.912,1887270.0,4892020.0,Consumer Cyclical,Auto Manufacturers
SHOP,122.31999969482422,158823956480.0,79.42857,1.54,8880000000.0,2019000000.0,,129.38,48.56,2.471,4841867.0,7320418.0,Technology,Software - Application
TME,12.765000343322754,22553585664.0,24.084908,0.53,27752000000.0,4920000000.0,1.05,15.77,9.145,0.688,3163424.0,6781955.0,Communication Services,Internet Content & Information
BA,180.7899932861328,135605870592.0,,-18.35,66517000000.0,-11817000000.0,,208.1,137.03,1.524,3965757.0,9147520.0,Industrials,Aerospace & Defense
ORCL,175.77000427246094,491621679104.0,43.080883,4.08,52961000000.0,10467000000.0,0.88,198.31,109.66,1.049,4203277.0,10901245.0,Technology,Software - Infrastructure
FCX,38.78499984741211,55736758272.0,29.834616,1.3,25455000000.0,1889000000.0,1.56,55.24,34.89,1.848,4394885.0,13130901.0,Basic Materials,Copper
C,81.20999908447266,152439291904.0,13.64874,5.95,78486000000.0,9228000000.0,2.67,84.74,53.51,1.429,6963936.0,14226445.0,Financial Services,Banks - Diversified
DIS,109.6050033569336,198142820352.0,35.58604,3.08,91361000000.0,4972000000.0,0.9,123.74,83.91,1.427,2247919.0,8201188.0,Communication Services,Entertainment
BILI,21.68000030517578,9346265088.0,,-0.91,22527987000.0,-4822321000.0,,31.77,9.63,0.805,20154715.0,5865071.0,Communication Services,Electronic Gaming & Multimedia
MRNA,34.52000045776367,13287764992.0,,-9.28,6754000000.0,-4714000000.0,,170.47,29.25,1.585,4563969.0,10743510.0,Healthcare,Biotechnology
JD,40.875,66648342528.0,13.183871,3.1,1084662000000.0,24167000000.0,1.94,47.82,21.18,0.411,13988928.0,10468886.0,Consumer Cyclical,Internet Retail
NEM,48.0,54645604352.0,,-2.19,11812000000.0,-2494000000.0,2.11,58.72,29.42,0.534,4440500.0,9449569.0,Basic Materials,Gold
KHC,29.954999923706055,35795922944.0,13.254425,2.26,25846000000.0,2744000000.0,5.37,38.96,27.25,0.456,2710391.0,10327310.0,Consumer Defensive,Packaged Foods
NEE,70.19000244140625,144382935040.0,20.827894,3.37,24753000000.0,6946000000.0,3.28,86.1,53.95,0.577,2866869.0,10447383.0,Utilities,Utilities - Regulated Electric
CSCO,64.5,256599703552.0,28.289474,2.28,53803000000.0,10320000000.0,2.53,66.5,44.5,0.827,3776740.0,19881759.0,Technology,Communication Equipment
SLB,42.52579879760742,59572269056.0,13.673891,3.11,36289000000.0,4461000000.0,2.7,55.69,36.52,1.527,2875078.0,13031684.0,Energy,Oil & Gas Equipment & Services
MDT,87.6500015258789,112478617600.0,26.72256,3.28,32364000000.0,3676000000.0,3.22,93.08,75.96,0.857,1385530.0,6767450.0,Healthcare,Medical Devices
GDS,45.70000076293945,8831342592.0,,-3.0,9956501000.0,-4290053000.0,,52.5,5.85,0.114,7317812.0,1916062.0,Technology,Information Technology Services
NCLH,25.18000030517578,11071847424.0,22.087719,1.14,8549924000.0,166178000.0,,29.29,14.69,2.65,12731415.0,8516803.0,Consumer Cyclical,Travel Services
CVS,65.4749984741211,82550874112.0,17.889343,3.66,372809000000.0,4614000000.0,4.01,80.75,43.56,0.607,2435350.0,13527388.0,Healthcare,Healthcare Plans
COIN,252.51499938964844,64108257280.0,26.66473,9.47,6564028000.0,2579066000.0,,349.75,146.12,3.615,3295189.0,9812532.0,Financial Services,Financial Data & Stock Exchanges
DAL,62.93000030517578,40643280896.0,11.80469,5.33,61643000000.0,3457000000.0,0.92,69.98,37.29,1.361,3335297.0,7514069.0,Industrials,Airlines
HAL,27.155000686645508,23573039104.0,9.595407,2.83,22944000000.0,2501000000.0,2.54,41.56,25.16,1.906,2348336.0,10002564.0,Energy,Oil & Gas Equipment & Services
KMI,26.40999984741211,58681962496.0,22.57265,1.17,15100000000.0,2613000000.0,4.28,31.48,17.02,0.935,4207652.0,14189003.0,Energy,Oil & Gas Midstream
DELL,119.18000030517578,83152486400.0,21.093805,5.65,88425000000.0,3211000000.0,1.47,179.7,85.4,0.961,2578170.0,8618547.0,Technology,Computer Hardware
LUV,30.065000534057617,17818353664.0,39.55921,0.76,27483000000.0,465000000.0,2.38,36.12,23.58,1.137,2318015.0,7505671.0,Industrials,Airlines
